fold,0.5,0.6,0.7,0.8,0.9,avg_accuracy
1,0.845771144278607,0.845771144278607,0.849502487562189,0.8818407960199005,0.8669154228855721,0.86590663919053
2,0.8891352549889135,0.8913525498891353,0.8880266075388027,0.9013303769401331,0.9002217294900222,0.8639560646042007
3,0.8676307007786429,0.8687430478309233,0.8665183537263627,0.8620689655172413,0.864293659621802,0.8641283989994288
4,0.840937114673243,0.8372379778051788,0.8372379778051788,0.840937114673243,0.843403205918619,0.8747153433914978
5,0.886058981233244,0.8766756032171582,0.8793565683646113,0.8873994638069705,0.8793565683646113,0.8708381172561254
Avg,0.86590663919053,0.8639560646042007,0.8641283989994288,0.8747153433914978,0.8708381172561254

fold,0.5,0.6,0.7,0.8,0.9,avg_f1_score
1,0.845771144278607,0.845771144278607,0.849502487562189,0.8818407960199005,0.8669154228855721,0.8642386568268284
2,0.8891352549889135,0.8913525498891353,0.8880266075388027,0.9013303769401331,0.9002217294900222,0.8620925608909797
3,0.8676307007786429,0.8687430478309233,0.8665183537263627,0.8620689655172413,0.864293659621802,0.862922703769937
4,0.840937114673243,0.8372379778051788,0.8372379778051788,0.840937114673243,0.843403205918619,0.8716188377159455
5,0.886058981233244,0.8766756032171582,0.8793565683646113,0.8873994638069705,0.8793565683646113,0.8673627780669275
Avg,0.8642386568268284,0.8620925608909797,0.862922703769937,0.8716188377159455,0.8673627780669275

fold,0.5,0.6,0.7,0.8,0.9,avg_precision
1,0.845771144278607,0.845771144278607,0.849502487562189,0.8818407960199005,0.8669154228855721,0.8649563147830681
2,0.8891352549889135,0.8913525498891353,0.8880266075388027,0.9013303769401331,0.9002217294900222,0.8641374920205006
3,0.8676307007786429,0.8687430478309233,0.8665183537263627,0.8620689655172413,0.864293659621802,0.8633132965899275
4,0.840937114673243,0.8372379778051788,0.8372379778051788,0.840937114673243,0.843403205918619,0.871375835334846
5,0.886058981233244,0.8766756032171582,0.8793565683646113,0.8873994638069705,0.8793565683646113,0.8669827514320915
Avg,0.8649563147830681,0.8641374920205006,0.8633132965899275,0.871375835334846,0.8669827514320915

fold,0.5,0.6,0.7,0.8,0.9,avg_recall
1,0.845771144278607,0.845771144278607,0.849502487562189,0.8818407960199005,0.8669154228855721,0.86590663919053
2,0.8891352549889135,0.8913525498891353,0.8880266075388027,0.9013303769401331,0.9002217294900222,0.8639560646042007
3,0.8676307007786429,0.8687430478309233,0.8665183537263627,0.8620689655172413,0.864293659621802,0.8641283989994288
4,0.840937114673243,0.8372379778051788,0.8372379778051788,0.840937114673243,0.843403205918619,0.8747153433914978
5,0.886058981233244,0.8766756032171582,0.8793565683646113,0.8873994638069705,0.8793565683646113,0.8708381172561254
Avg,0.86590663919053,0.8639560646042007,0.8641283989994288,0.8747153433914978,0.8708381172561254

fold,0.5,0.6,0.7,0.8,0.9,avg_auc
1,0.845771144278607,0.845771144278607,0.849502487562189,0.8818407960199005,0.8669154228855721,0.8433649786006645
2,0.8891352549889135,0.8913525498891353,0.8880266075388027,0.9013303769401331,0.9002217294900222,0.8457288787835422
3,0.8676307007786429,0.8687430478309233,0.8665183537263627,0.8620689655172413,0.864293659621802,0.8342581375394996
4,0.840937114673243,0.8372379778051788,0.8372379778051788,0.840937114673243,0.843403205918619,0.843129430431995
5,0.886058981233244,0.8766756032171582,0.8793565683646113,0.8873994638069705,0.8793565683646113,0.8369552381928467
Avg,0.8433649786006645,0.8457288787835422,0.8342581375394996,0.843129430431995,0.8369552381928467
