fold,0.5,0.6,0.7,0.8,0.9,avg_accuracy
1,0.8497652582159625,0.8474178403755869,0.852112676056338,0.8685446009389671,0.8450704225352113,0.798379842980883
2,0.7932405566600398,0.7892644135188867,0.7793240556660039,0.7813121272365805,0.7892644135188867,0.7922618961940106
3,0.8092909535452323,0.7921760391198044,0.80440097799511,0.7995110024449877,0.8264058679706602,0.7917688122328341
4,0.7729357798165137,0.768348623853211,0.7614678899082569,0.7660550458715596,0.7522935779816514,0.7964178886317523
5,0.7666666666666667,0.764102564102564,0.7615384615384615,0.7666666666666667,0.7717948717948718,0.7969658307602562
Avg,0.798379842980883,0.7922618961940106,0.7917688122328341,0.7964178886317523,0.7969658307602562

fold,0.5,0.6,0.7,0.8,0.9,avg_f1_score
1,0.8497652582159625,0.8474178403755869,0.852112676056338,0.8685446009389671,0.8450704225352113,0.7831907367062708
2,0.7932405566600398,0.7892644135188867,0.7793240556660039,0.7813121272365805,0.7892644135188867,0.7756327797048207
3,0.8092909535452323,0.7921760391198044,0.80440097799511,0.7995110024449877,0.8264058679706602,0.774463334797437
4,0.7729357798165137,0.768348623853211,0.7614678899082569,0.7660550458715596,0.7522935779816514,0.7796864017881432
5,0.7666666666666667,0.764102564102564,0.7615384615384615,0.7666666666666667,0.7717948717948718,0.7801872553264779
Avg,0.7831907367062708,0.7756327797048207,0.774463334797437,0.7796864017881432,0.7801872553264779

fold,0.5,0.6,0.7,0.8,0.9,avg_precision
1,0.8497652582159625,0.8474178403755869,0.852112676056338,0.8685446009389671,0.8450704225352113,0.783541757364435
2,0.7932405566600398,0.7892644135188867,0.7793240556660039,0.7813121272365805,0.7892644135188867,0.775500231241843
3,0.8092909535452323,0.7921760391198044,0.80440097799511,0.7995110024449877,0.8264058679706602,0.7744432601039047
4,0.7729357798165137,0.768348623853211,0.7614678899082569,0.7660550458715596,0.7522935779816514,0.7802177245361184
5,0.7666666666666667,0.764102564102564,0.7615384615384615,0.7666666666666667,0.7717948717948718,0.7804695114245225
Avg,0.783541757364435,0.775500231241843,0.7744432601039047,0.7802177245361184,0.7804695114245225

fold,0.5,0.6,0.7,0.8,0.9,avg_recall
1,0.8497652582159625,0.8474178403755869,0.852112676056338,0.8685446009389671,0.8450704225352113,0.798379842980883
2,0.7932405566600398,0.7892644135188867,0.7793240556660039,0.7813121272365805,0.7892644135188867,0.7922618961940106
3,0.8092909535452323,0.7921760391198044,0.80440097799511,0.7995110024449877,0.8264058679706602,0.7917688122328341
4,0.7729357798165137,0.768348623853211,0.7614678899082569,0.7660550458715596,0.7522935779816514,0.7964178886317523
5,0.7666666666666667,0.764102564102564,0.7615384615384615,0.7666666666666667,0.7717948717948718,0.7969658307602562
Avg,0.798379842980883,0.7922618961940106,0.7917688122328341,0.7964178886317523,0.7969658307602562

fold,0.5,0.6,0.7,0.8,0.9,avg_auc
1,0.8497652582159625,0.8474178403755869,0.852112676056338,0.8685446009389671,0.8450704225352113,0.823131730116424
2,0.7932405566600398,0.7892644135188867,0.7793240556660039,0.7813121272365805,0.7892644135188867,0.8190609875243375
3,0.8092909535452323,0.7921760391198044,0.80440097799511,0.7995110024449877,0.8264058679706602,0.8177251735904573
4,0.7729357798165137,0.768348623853211,0.7614678899082569,0.7660550458715596,0.7522935779816514,0.8145700835774388
5,0.7666666666666667,0.764102564102564,0.7615384615384615,0.7666666666666667,0.7717948717948718,0.818733339298146
Avg,0.823131730116424,0.8190609875243375,0.8177251735904573,0.8145700835774388,0.818733339298146
