group1,group2,metric,t_statistic,p_value,bonferroni_p,mean_diff,effect_size,significant
fimo,deep,auc,1.3065146003811137,0.2281656551499791,1.3689939308998746,0.032525379677082356,0.8263123866938026,False
fimo,rp,auc,4.631538416311271,0.007525295931762532,0.04515177559057519,0.3275567079978844,2.9292420932225536,True
fimo,reg,auc,0.7278928334713864,0.49162246055422754,2.949734763325365,0.02310615854733511,0.4603598492566455,False
deep,rp,auc,4.1416915554704445,0.010807667979151595,0.06484600787490957,0.29503132832080203,2.619435736234442,False
deep,reg,auc,-0.28658143696331584,0.7826309448393272,4.695785669035963,-0.009419221129747246,-0.18125001518560926,False
rp,reg,auc,-4.119360416457007,0.00840273509379482,0.050416410562768924,-0.3044505494505493,-2.605312283828781,False
