Fold,Num_Features,Accuracy,F1,Precision,Recall,AUC,Num_Subjects
1,3,0.6595744680851063,0.6968372627947096,0.748820641186098,0.6595744680851063,0.48571428571428565,47
1,10,0.851063829787234,0.8334459695649135,0.8265710044532409,0.851063829787234,0.6285714285714286,47
1,20,0.8085106382978723,0.8023276959447172,0.7969209479328837,0.8085106382978723,0.6321428571428571,47
1,30,0.8297872340425532,0.8176786023179382,0.8093211752786221,0.8297872340425532,0.675,47
1,40,0.8085106382978723,0.8023276959447172,0.7969209479328837,0.8085106382978723,0.6928571428571428,47
1,50,0.8723404255319149,0.8632589517384537,0.859371833839919,0.8723404255319149,0.8321428571428571,47
1,60,0.8723404255319149,0.8632589517384537,0.859371833839919,0.8723404255319149,0.8214285714285714,47
1,70,0.8723404255319149,0.8498480243161094,0.8536428110896195,0.8723404255319149,0.8500000000000001,47
1,80,0.8936170212765957,0.8810328354035096,0.8835972290945077,0.8936170212765957,0.8392857142857142,47
1,90,0.8936170212765957,0.8810328354035096,0.8835972290945077,0.8936170212765957,0.8285714285714285,47
1,100,0.8936170212765957,0.8810328354035096,0.8835972290945077,0.8936170212765957,0.8571428571428572,47
1,110,0.851063829787234,0.8334459695649135,0.8265710044532409,0.851063829787234,0.8607142857142857,47
1,120,0.8723404255319149,0.8632589517384537,0.859371833839919,0.8723404255319149,0.8464285714285713,47
1,130,0.851063829787234,0.846254874623669,0.8425012973533992,0.851063829787234,0.8214285714285713,47
2,3,0.6595744680851063,0.7025574897915323,0.774468085106383,0.6595744680851063,0.7571428571428571,47
2,10,0.723404255319149,0.7562421062858252,0.8162475822050289,0.723404255319149,0.8035714285714286,47
2,20,0.8297872340425532,0.8382433169667213,0.8500684334950852,0.8297872340425532,0.8035714285714286,47
2,30,0.851063829787234,0.8550857348056378,0.8600654664484453,0.851063829787234,0.825,47
2,40,0.8723404255319149,0.8632589517384537,0.859371833839919,0.8723404255319149,0.825,47
2,50,0.851063829787234,0.846254874623669,0.8425012973533992,0.851063829787234,0.8142857142857143,47
2,60,0.8936170212765957,0.8901820533026206,0.8880816467739145,0.8936170212765957,0.8428571428571429,47
2,70,0.851063829787234,0.8550857348056378,0.8600654664484453,0.851063829787234,0.8821428571428571,47
2,80,0.8936170212765957,0.8901820533026206,0.8880816467739145,0.8936170212765957,0.8821428571428571,47
2,90,0.8936170212765957,0.8901820533026206,0.8880816467739145,0.8936170212765957,0.875,47
2,100,0.9148936170212766,0.9148936170212766,0.9148936170212766,0.9148936170212766,0.8821428571428571,47
2,110,0.9148936170212766,0.9148936170212766,0.9148936170212766,0.9148936170212766,0.8785714285714286,47
2,120,0.8936170212765957,0.8964898105754556,0.9005046372067649,0.8936170212765957,0.8642857142857143,47
2,130,0.851063829787234,0.846254874623669,0.8425012973533992,0.851063829787234,0.8857142857142857,47
3,3,0.6521739130434783,0.7063805759457934,0.8070652173913043,0.6521739130434783,0.6916666666666667,46
3,10,0.8478260869565217,0.8600790513833992,0.8805327066196631,0.8478260869565217,0.7625000000000001,46
3,20,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8083333333333333,46
3,30,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.7791666666666666,46
3,40,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8833333333333333,46
3,50,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.7958333333333334,46
3,60,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.7666666666666666,46
3,70,0.8478260869565217,0.8527158037339654,0.8585762064022934,0.8478260869565217,0.7916666666666667,46
3,80,0.8478260869565217,0.8527158037339654,0.8585762064022934,0.8478260869565217,0.8125,46
3,90,0.8478260869565217,0.8527158037339654,0.8585762064022934,0.8478260869565217,0.8208333333333333,46
3,100,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8125,46
3,110,0.8913043478260869,0.8947970026671183,0.8995062908106387,0.8913043478260869,0.8125,46
3,120,0.8913043478260869,0.8947970026671183,0.8995062908106387,0.8913043478260869,0.8458333333333333,46
3,130,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.8458333333333333,46
4,3,0.6086956521739131,0.6580493537015277,0.7161125319693094,0.6086956521739131,0.4291666666666667,46
4,10,0.717391304347826,0.7559010689320083,0.8206141684402554,0.717391304347826,0.7625,46
4,20,0.7608695652173914,0.7880647911338449,0.8306041784302652,0.7608695652173914,0.8208333333333333,46
4,30,0.8043478260869565,0.8201016374929418,0.8425381903642774,0.8043478260869565,0.85,46
4,40,0.8043478260869565,0.8106346048008127,0.8176461219939481,0.8043478260869565,0.7958333333333334,46
4,50,0.7391304347826086,0.7544194935499283,0.7714530892448512,0.7391304347826086,0.7833333333333333,46
4,60,0.8043478260869565,0.8201016374929418,0.8425381903642774,0.8043478260869565,0.8125,46
4,70,0.8478260869565217,0.8527158037339654,0.8585762064022934,0.8478260869565217,0.825,46
4,80,0.8260869565217391,0.8362796623666189,0.849828375286041,0.8260869565217391,0.8291666666666666,46
4,90,0.8260869565217391,0.8362796623666189,0.849828375286041,0.8260869565217391,0.8416666666666667,46
4,100,0.8260869565217391,0.8362796623666189,0.849828375286041,0.8260869565217391,0.8375,46
4,110,0.8260869565217391,0.8362796623666189,0.849828375286041,0.8260869565217391,0.8541666666666667,46
4,120,0.8695652173913043,0.8772097467749643,0.8890160183066361,0.8695652173913043,0.8666666666666667,46
4,130,0.8260869565217391,0.8362796623666189,0.849828375286041,0.8260869565217391,0.8750000000000001,46
