Fold,Num_Features,Accuracy,F1,Precision,Recall,AUC
3,130,0.92880978865406,0.9270317452979459,0.9255846620024616,0.92880978865406,0.942427402281417
4,3,0.7127003699136868,0.750793428037224,0.81069544266262,0.7127003699136868,0.589309321462296
4,10,0.7977805178791615,0.8130335184401415,0.8335683093973744,0.7977805178791615,0.7718197760690678
4,20,0.8508014796547472,0.8591470544147464,0.8708453018046246,0.8508014796547472,0.8445568595710239
4,30,0.8692971639950678,0.8703330283893825,0.8714275589805855,0.8692971639950678,0.8629434776743559
4,40,0.8914919852034525,0.8886610602345095,0.886476484327557,0.8914919852034525,0.8763253743423716
4,50,0.9112207151664612,0.9084858293633843,0.9067503978416432,0.9112207151664612,0.8992715499797653
4,60,0.9173859432799013,0.9138253182706165,0.9122374487920206,0.9173859432799013,0.914353163361662
4,70,0.9087546239210851,0.9036303216433134,0.9016073384669571,0.9087546239210851,0.9186159449615541
4,80,0.9223181257706535,0.9204713854728469,0.9192664485391799,0.9223181257706535,0.9175907190071495
4,90,0.9087546239210851,0.902622856661081,0.9008407740117844,0.9087546239210851,0.9191015783083771
4,100,0.8976572133168927,0.888019696422876,0.8859102109278242,0.8976572133168927,0.9150816133818966
4,110,0.8927250308261405,0.8852106294289892,0.8819021527749267,0.8927250308261405,0.9180223930932145
4,120,0.905055487053021,0.9004764774342707,0.8981694275920671,0.905055487053021,0.931471738837178
4,130,0.9124537607891492,0.9077714912288662,0.9059816842250565,0.9124537607891492,0.9321732092270336
5,3,0.7144772117962467,0.7558737604147904,0.8141693727034922,0.7144772117962467,0.5701158106747232
5,10,0.7841823056300268,0.8151503244709484,0.8694889964817002,0.7841823056300268,0.7466551575312905
5,20,0.8324396782841823,0.8490381664939954,0.8743936353997295,0.8324396782841823,0.7520320817148611
5,30,0.8230563002680965,0.8393886166836152,0.8625253151543203,0.8230563002680965,0.7763631132211193
5,40,0.8592493297587132,0.8712288968508503,0.8899485854773898,0.8592493297587132,0.8173104589267732
5,50,0.871313672922252,0.8786481373886789,0.8887230083218751,0.871313672922252,0.8384405121565243
5,60,0.8619302949061662,0.8736816797679768,0.8922688055912001,0.8619302949061662,0.8400410012947778
5,70,0.868632707774799,0.8803874222649307,0.9001814539348052,0.868632707774799,0.845903467127032
5,80,0.8726541554959786,0.8791959204093712,0.8879175178857465,0.8726541554959786,0.8432419795712847
5,90,0.8833780160857909,0.8848422624447607,0.886423921326811,0.8833780160857909,0.8322903179398649
5,100,0.871313672922252,0.8738472183227188,0.8766535024540758,0.871313672922252,0.8294130340958136
5,110,0.8739946380697051,0.8787024570701588,0.884496053254094,0.8739946380697051,0.8309415911379658
5,120,0.8766756032171582,0.8796705007498935,0.883105492706522,0.8766756032171582,0.8367680909221694
5,130,0.8914209115281502,0.8927841753796046,0.8942714973648616,0.8914209115281502,0.8668357070925046
