fold,0.5,0.6,0.7,0.8,0.9
1,0.9,0.825,0.9,0.9,0.875
2,0.85,0.9,0.85,0.875,0.85
3,0.825,0.825,0.85,0.8,0.825
4,0.8,0.825,0.8,0.825,0.775
5,0.825,0.825,0.825,0.825,0.825
