fold,0.5,0.6,0.7,0.8,0.9
1,0.707,0.701,0.707,0.724,0.713
2,0.73,0.765,0.765,0.748,0.774
3,0.652,0.67,0.639,0.67,0.63
4,0.773,0.773,0.777,0.777,0.759
5,0.631,0.631,0.623,0.577,0.631
