fold,0.5,0.6,0.7,0.8,0.9
1,0.85,0.847,0.852,0.869,0.845
2,0.793,0.789,0.779,0.781,0.789
3,0.809,0.792,0.804,0.8,0.826
4,0.773,0.768,0.761,0.766,0.752
5,0.767,0.764,0.762,0.767,0.772
