comparison,group1,group2,metric,t_statistic,p_value,significant,effect_size,mean_diff,group1_mean,group2_mean,group1_std,group2_std,group1_n,group2_n,model_type,feature_selection
data_type_within_RF_PCA,deep,rp,auc,2.9054573768063183,0.020369179594150945,True,1.8375725910492082,0.07830267693301785,0.8923584045355863,0.8140557276025685,0.046178655633744875,0.038718212461593106,5,5,RF,PCA
data_type_within_RF_PCA,deep,reg,auc,-0.9412511987252783,0.37416556263976786,False,-0.5952995276671311,-0.028039703177884956,0.8923584045355863,0.9203981077134713,0.046178655633744875,0.04800727496885421,5,5,RF,PCA
data_type_within_RF_PCA,rp,reg,auc,-3.8555170787108137,0.0052617432264471095,True,-2.4384431052809714,-0.1063423801109028,0.8140557276025685,0.9203981077134713,0.038718212461593106,0.04800727496885421,5,5,RF,PCA
data_type_within_xgboost_CFS,fimo,deep,accuracy,-2.082872693882405,0.097314772019944,False,-1.317324357767812,-0.07685073735585812,0.7872776616435707,0.8641283989994288,0.07981432598370485,0.020891059299237482,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,rp,accuracy,2.097815257536317,0.07015775877469209,False,1.3267748648134943,0.0979415862228531,0.7872776616435707,0.6893360754207176,0.07981432598370485,0.06729227471564854,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,reg,accuracy,-3.3235321595686895,0.019842681291299284,True,-2.1019863002110473,-0.12726624862475588,0.7872776616435707,0.9145439102683266,0.07981432598370485,0.031003852461947392,5,5,xgboost,CFS
data_type_within_xgboost_CFS,deep,rp,accuracy,5.5470418030646655,0.003043313456631033,True,3.508257274770304,0.17479232357871122,0.8641283989994288,0.6893360754207176,0.020891059299237482,0.06729227471564854,5,5,xgboost,CFS
data_type_within_xgboost_CFS,deep,reg,accuracy,-3.0154077331804423,0.019474286850280388,True,-1.9071113021870971,-0.05041551126889776,0.8641283989994288,0.9145439102683266,0.020891059299237482,0.031003852461947392,5,5,xgboost,CFS
data_type_within_xgboost_CFS,rp,reg,accuracy,-6.796769373184049,0.0006509744341563581,True,-4.298654390027312,-0.22520783484760898,0.6893360754207176,0.9145439102683266,0.06729227471564854,0.031003852461947392,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,deep,f1,-2.0516422076267196,0.10243877310535117,False,-1.297572463967302,-0.08293554959183613,0.7799871541781008,0.862922703769937,0.0879586087401256,0.02082726891704671,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,rp,f1,2.09389174524018,0.07079623599402854,False,1.3242934177568004,0.10694159978500906,0.7799871541781008,0.6730455543930918,0.0879586087401256,0.07283958292520314,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,reg,f1,-3.15549530473944,0.024572441977049293,True,-1.995710461788749,-0.13251072235569594,0.7799871541781008,0.9124978765337968,0.0879586087401256,0.032872642443531885,5,5,xgboost,CFS
data_type_within_xgboost_CFS,deep,rp,f1,5.604349567596189,0.003144654665307868,True,3.5445018874767484,0.1898771493768452,0.862922703769937,0.6730455543930918,0.02082726891704671,0.07283958292520314,5,5,xgboost,CFS
data_type_within_xgboost_CFS,deep,reg,f1,-2.8485967933992344,0.025653445562160523,True,-1.8016108005187357,-0.04957517276385981,0.862922703769937,0.9124978765337968,0.02082726891704671,0.032872642443531885,5,5,xgboost,CFS
data_type_within_xgboost_CFS,rp,reg,f1,-6.700115228613543,0.0007316744369792904,True,-4.237524941599712,-0.239452322140705,0.6730455543930918,0.9124978765337968,0.07283958292520314,0.032872642443531885,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,deep,precision,-1.8891346338145383,0.12373920216729435,False,-1.1947936499124172,-0.0809293311585575,0.78238396543137,0.8633132965899275,0.09285241674167323,0.023547512906422926,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,rp,precision,2.0894259830541353,0.070777306692275,False,1.3214690217574896,0.11482542767618231,0.78238396543137,0.6675585377551877,0.09285241674167323,0.08049197374306433,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,reg,precision,-2.910311044082845,0.03190332338111669,True,-1.8406423197688984,-0.12976378152865686,0.78238396543137,0.9121477469600269,0.09285241674167323,0.036313889722274305,5,5,xgboost,CFS
data_type_within_xgboost_CFS,deep,rp,precision,5.2193129566182925,0.004134669814526668,True,3.3009833528282804,0.1957547588347398,0.8633132965899275,0.6675585377551877,0.023547512906422926,0.08049197374306433,5,5,xgboost,CFS
data_type_within_xgboost_CFS,deep,reg,precision,-2.5230223180794433,0.040303808623218466,True,-1.5956994225137726,-0.04883445037009937,0.8633132965899275,0.9121477469600269,0.023547512906422926,0.036313889722274305,5,5,xgboost,CFS
data_type_within_xgboost_CFS,rp,reg,precision,-6.193558546650632,0.0010839451517897737,True,-3.9171503658036455,-0.24458920920483918,0.6675585377551877,0.9121477469600269,0.08049197374306433,0.036313889722274305,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,deep,recall,-2.082872693882405,0.097314772019944,False,-1.317324357767812,-0.07685073735585812,0.7872776616435707,0.8641283989994288,0.07981432598370485,0.020891059299237482,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,rp,recall,2.097815257536317,0.07015775877469209,False,1.3267748648134943,0.0979415862228531,0.7872776616435707,0.6893360754207176,0.07981432598370485,0.06729227471564854,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,reg,recall,-3.3235321595686895,0.019842681291299284,True,-2.1019863002110473,-0.12726624862475588,0.7872776616435707,0.9145439102683266,0.07981432598370485,0.031003852461947392,5,5,xgboost,CFS
data_type_within_xgboost_CFS,deep,rp,recall,5.5470418030646655,0.003043313456631033,True,3.508257274770304,0.17479232357871122,0.8641283989994288,0.6893360754207176,0.020891059299237482,0.06729227471564854,5,5,xgboost,CFS
data_type_within_xgboost_CFS,deep,reg,recall,-3.0154077331804423,0.019474286850280388,True,-1.9071113021870971,-0.05041551126889776,0.8641283989994288,0.9145439102683266,0.020891059299237482,0.031003852461947392,5,5,xgboost,CFS
data_type_within_xgboost_CFS,rp,reg,recall,-6.796769373184049,0.0006509744341563581,True,-4.298654390027312,-0.22520783484760898,0.6893360754207176,0.9145439102683266,0.06729227471564854,0.031003852461947392,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,deep,auc,-0.8677979781797934,0.42730227568914503,False,-0.5488436319874496,-0.058216431537339575,0.77604170600216,0.8342581375394996,0.1435209817812435,0.04363337882908124,5,5,xgboost,CFS
data_type_within_xgboost_CFS,fimo,rp,auc,2.0736035889950224,0.07582065130783436,False,1.3114620611047865,0.1626880947286109,0.77604170600216,0.6133536112735491,0.1435209817812435,0.10089101383947006,5,5,xgboost,CFS
